LAMBDA,PRM,RMF,RD,mean,std,cr0,cr1,cr2,cr3
FALSE,TRUE,FALSE,FALSE,293.43,701.47,223.29,363.58,503.87,644.17
FALSE,FALSE,TRUE,TRUE,46.89,882.01,46.89,46.89,487.89,928.9
FALSE,FALSE,TRUE,TRUE,46.06,881.57,46.06,46.06,486.85,927.64
FALSE,FALSE,TRUE,TRUE,42.24,882.83,42.24,42.24,483.65,925.06
TRUE,TRUE,FALSE,TRUE,453.37,705.2,382.85,523.89,664.93,805.97
TRUE,FALSE,TRUE,FALSE,224.58,884.71,224.58,224.58,666.94,1109.29
TRUE,FALSE,TRUE,TRUE,219.84,893.02,219.84,219.84,666.35,1112.86
TRUE,FALSE,TRUE,TRUE,221.3,886.06,221.3,221.3,664.33,1107.36
FALSE,FALSE,FALSE,TRUE,45.47,890.38,-43.56,134.51,312.59,490.67
TRUE,TRUE,TRUE,TRUE,454.08,706.97,454.08,454.08,807.57,1161.05
FALSE,FALSE,FALSE,TRUE,42.51,888.75,-46.36,131.39,309.14,486.89
TRUE,FALSE,FALSE,FALSE,226.84,889.08,137.94,315.75,493.57,671.38
TRUE,TRUE,FALSE,FALSE,461.31,707.5,390.56,532.06,673.56,815.06
FALSE,TRUE,TRUE,TRUE,280.64,703.05,280.64,280.64,632.17,983.69
TRUE,FALSE,FALSE,FALSE,221.54,883.71,133.17,309.91,486.65,663.4
FALSE,FALSE,FALSE,TRUE,47.42,885.6,-41.14,135.98,313.1,490.22
TRUE,FALSE,TRUE,FALSE,224.91,880.49,224.91,224.91,665.15,1105.4
TRUE,FALSE,TRUE,TRUE,218.51,883.57,218.51,218.51,660.29,1102.08
FALSE,TRUE,TRUE,FALSE,294.05,698.44,294.05,294.05,643.27,992.49
FALSE,TRUE,TRUE,FALSE,287.62,700.42,287.62,287.62,637.83,988.04
TRUE,TRUE,TRUE,TRUE,452.25,703.55,452.25,452.25,804.03,1155.8
TRUE,TRUE,FALSE,TRUE,452.81,703.18,382.49,523.13,663.76,804.4
FALSE,FALSE,FALSE,FALSE,51.54,882.16,-36.67,139.76,316.19,492.62
FALSE,FALSE,TRUE,TRUE,45.98,879.95,45.98,45.98,485.96,925.93
TRUE,FALSE,FALSE,TRUE,223.48,885.29,134.95,312.01,489.06,666.12
TRUE,TRUE,TRUE,TRUE,452.96,708.21,452.96,452.96,807.07,1161.17
FALSE,TRUE,FALSE,FALSE,288.87,701.02,218.77,358.97,499.17,639.38
TRUE,TRUE,TRUE,FALSE,464.07,704.82,464.07,464.07,816.48,1168.89
TRUE,FALSE,TRUE,FALSE,229.25,883.45,229.25,229.25,670.97,1112.7
FALSE,TRUE,TRUE,TRUE,283.56,705.18,283.56,283.56,636.15,988.74
TRUE,TRUE,FALSE,FALSE,469.19,703.48,398.84,539.53,680.23,820.93
TRUE,TRUE,FALSE,TRUE,453.08,703.57,382.73,523.44,664.16,804.87
FALSE,TRUE,FALSE,TRUE,279.11,702.57,208.85,349.36,489.88,630.39
FALSE,TRUE,TRUE,TRUE,283.67,705.07,283.67,283.67,636.2,988.73
TRUE,TRUE,FALSE,FALSE,467.57,699.77,397.6,537.55,677.5,817.45
FALSE,TRUE,TRUE,TRUE,282.01,704.05,282.01,282.01,634.04,986.06
FALSE,TRUE,FALSE,FALSE,285.69,699.44,215.75,355.64,495.53,635.42
TRUE,TRUE,FALSE,FALSE,464.37,701.53,394.22,534.53,674.83,815.14
TRUE,TRUE,FALSE,FALSE,468.4,702.71,398.13,538.68,679.22,819.76
FALSE,TRUE,FALSE,FALSE,298.1,703.49,227.75,368.45,509.14,649.84
TRUE,TRUE,TRUE,FALSE,463.45,706.41,463.45,463.45,816.66,1169.87
FALSE,TRUE,TRUE,TRUE,279.57,701.79,279.57,279.57,630.46,981.36
TRUE,FALSE,TRUE,TRUE,228.01,887.47,228.01,228.01,671.74,1115.48
TRUE,TRUE,TRUE,TRUE,459.42,708.07,459.42,459.42,813.46,1167.49
FALSE,TRUE,TRUE,FALSE,289.52,700.81,289.52,289.52,639.93,990.34
FALSE,FALSE,FALSE,FALSE,54.66,879.41,-33.28,142.6,318.48,494.36
FALSE,TRUE,FALSE,TRUE,285.79,703.44,215.44,356.13,496.82,637.51
FALSE,FALSE,TRUE,FALSE,47.09,881.46,47.09,47.09,487.82,928.55
FALSE,TRUE,FALSE,FALSE,290.93,702.4,220.69,361.17,501.64,642.12
TRUE,TRUE,FALSE,FALSE,466.62,700.16,396.6,536.63,676.66,816.7
TRUE,FALSE,FALSE,TRUE,218.63,882.8,130.35,306.91,483.46,660.02
FALSE,FALSE,TRUE,FALSE,54.66,884.08,54.66,54.66,496.7,938.74
FALSE,FALSE,TRUE,FALSE,53.76,878.79,53.76,53.76,493.15,932.55
TRUE,TRUE,FALSE,TRUE,460.83,703.77,390.45,531.21,671.96,812.71
TRUE,TRUE,TRUE,TRUE,453.31,708.6,453.31,453.31,807.61,1161.91
TRUE,TRUE,FALSE,TRUE,457.67,703.02,387.37,527.97,668.57,809.18
TRUE,FALSE,TRUE,TRUE,223.01,889.24,223.01,223.01,667.64,1112.26
FALSE,TRUE,TRUE,FALSE,293.23,700.14,293.23,293.23,643.3,993.37
FALSE,FALSE,TRUE,FALSE,48.85,880.01,48.85,48.85,488.86,928.86
FALSE,TRUE,TRUE,FALSE,296.6,701.22,296.6,296.6,647.21,997.82
FALSE,FALSE,TRUE,TRUE,42.17,886.42,42.17,42.17,485.37,928.58
TRUE,FALSE,TRUE,TRUE,217.2,886.73,217.2,217.2,660.57,1103.93
TRUE,FALSE,TRUE,FALSE,236.09,883.43,236.09,236.09,677.8,1119.51
FALSE,TRUE,FALSE,TRUE,284.26,705.93,213.67,354.85,496.04,637.23
FALSE,FALSE,FALSE,FALSE,52.16,880.89,-35.93,140.25,316.42,492.6
FALSE,FALSE,FALSE,FALSE,51.62,884.06,-36.79,140.03,316.84,493.65
TRUE,FALSE,TRUE,FALSE,227.98,880.3,227.98,227.98,668.13,1108.28
FALSE,TRUE,FALSE,TRUE,280.16,701.18,210.04,350.28,490.51,630.75
FALSE,TRUE,FALSE,TRUE,278.72,706.56,208.07,349.38,490.69,632
TRUE,FALSE,TRUE,TRUE,214.16,882.02,214.16,214.16,655.16,1096.17
TRUE,TRUE,FALSE,TRUE,454.69,701.59,384.53,524.85,665.17,805.49
TRUE,FALSE,TRUE,TRUE,208.97,882.26,208.97,208.97,650.1,1091.23
FALSE,TRUE,TRUE,FALSE,292.14,701.76,292.14,292.14,643.02,993.9
FALSE,TRUE,TRUE,TRUE,282.12,706.6,282.12,282.12,635.42,988.72
FALSE,TRUE,TRUE,TRUE,282.72,702.06,282.72,282.72,633.75,984.78
FALSE,FALSE,FALSE,TRUE,43.23,881.52,-44.92,131.38,307.69,483.99
FALSE,FALSE,TRUE,TRUE,42.63,883.18,42.63,42.63,484.22,925.81
FALSE,FALSE,FALSE,FALSE,57.4,877.28,-30.33,145.13,320.58,496.04
TRUE,TRUE,TRUE,TRUE,451.91,707.12,451.91,451.91,805.47,1159.04
FALSE,TRUE,TRUE,TRUE,282.09,703.19,282.09,282.09,633.69,985.28
FALSE,TRUE,FALSE,FALSE,291.66,701.96,221.46,361.85,502.24,642.64
TRUE,TRUE,FALSE,TRUE,452.48,709.93,381.49,523.48,665.46,807.45
FALSE,TRUE,TRUE,TRUE,283.8,702.12,283.8,283.8,634.85,985.91
TRUE,FALSE,TRUE,FALSE,227.16,880.7,227.16,227.16,667.51,1107.86
FALSE,TRUE,TRUE,FALSE,288.07,702.33,288.07,288.07,639.23,990.39
FALSE,TRUE,FALSE,FALSE,293.38,701.4,223.24,363.52,503.8,644.09
FALSE,FALSE,FALSE,FALSE,52.92,882.11,-35.29,141.13,317.55,493.97
TRUE,FALSE,TRUE,FALSE,229.08,878.57,229.08,229.08,668.37,1107.65
TRUE,FALSE,FALSE,TRUE,211.98,887.95,123.18,300.77,478.36,655.95
FALSE,TRUE,TRUE,FALSE,288.93,703.19,288.93,288.93,640.52,992.12
TRUE,FALSE,FALSE,FALSE,222.2,886.27,133.57,310.83,488.08,665.33
TRUE,TRUE,FALSE,TRUE,462.09,703.55,391.74,532.45,673.16,813.86
TRUE,TRUE,FALSE,FALSE,468.07,701.95,397.87,538.26,678.65,819.04
FALSE,FALSE,TRUE,FALSE,55.85,886.64,55.85,55.85,499.17,942.49
TRUE,FALSE,FALSE,TRUE,222.51,885.86,133.92,311.09,488.27,665.44
TRUE,TRUE,FALSE,TRUE,452.42,706.22,381.79,523.04,664.28,805.52
FALSE,TRUE,TRUE,TRUE,280.03,707.45,280.03,280.03,633.76,987.48
TRUE,FALSE,FALSE,TRUE,215.61,880.44,127.56,303.65,479.74,655.83
TRUE,TRUE,FALSE,FALSE,461.01,700.55,390.96,531.07,671.18,811.29
FALSE,TRUE,TRUE,FALSE,289.46,702.17,289.46,289.46,640.55,991.64
TRUE,FALSE,TRUE,FALSE,219.03,886.36,219.03,219.03,662.21,1105.39
FALSE,FALSE,FALSE,TRUE,47.01,881.16,-41.11,135.12,311.35,487.59
FALSE,FALSE,TRUE,TRUE,45.34,881.72,45.34,45.34,486.2,927.06
FALSE,TRUE,TRUE,FALSE,289.25,699.61,289.25,289.25,639.05,988.85
FALSE,TRUE,TRUE,FALSE,296.06,697.41,296.06,296.06,644.76,993.47
FALSE,TRUE,FALSE,FALSE,292.92,703.86,222.53,363.3,504.08,644.85
TRUE,FALSE,TRUE,FALSE,228.49,877.85,228.49,228.49,667.41,1106.33
FALSE,TRUE,FALSE,TRUE,286.36,700.84,216.27,356.44,496.61,636.78
FALSE,TRUE,FALSE,TRUE,282.96,704.18,212.54,353.38,494.22,635.05
TRUE,FALSE,FALSE,TRUE,226.58,882.94,138.29,314.88,491.46,668.05
TRUE,FALSE,FALSE,TRUE,220.53,885.01,132.03,309.03,486.03,663.03
TRUE,TRUE,TRUE,FALSE,466.94,702.55,466.94,466.94,818.22,1169.49
TRUE,TRUE,TRUE,TRUE,446.41,703.11,446.41,446.41,797.97,1149.52
TRUE,TRUE,FALSE,TRUE,461.34,702.04,391.13,531.54,671.95,812.36
TRUE,TRUE,TRUE,FALSE,472.52,708.66,472.52,472.52,826.85,1181.19
FALSE,FALSE,FALSE,FALSE,55.72,878.11,-32.09,143.53,319.15,494.77
FALSE,TRUE,TRUE,TRUE,287.55,703.07,287.55,287.55,639.09,990.63
TRUE,TRUE,TRUE,TRUE,454.81,709.87,454.81,454.81,809.74,1164.68
TRUE,FALSE,FALSE,FALSE,229.3,880.42,141.26,317.34,493.43,669.51
TRUE,TRUE,TRUE,FALSE,459.78,706.41,459.78,459.78,812.98,1166.18
TRUE,TRUE,TRUE,TRUE,455.06,705.4,455.06,455.06,807.76,1160.46
TRUE,TRUE,FALSE,TRUE,455.92,704.72,385.45,526.4,667.34,808.29
TRUE,FALSE,TRUE,TRUE,223.8,881.93,223.8,223.8,664.77,1105.74
TRUE,TRUE,TRUE,FALSE,466.74,703.95,466.74,466.74,818.71,1170.69
FALSE,FALSE,TRUE,TRUE,45.03,887.09,45.03,45.03,488.57,932.12
FALSE,FALSE,TRUE,FALSE,52.44,884.77,52.44,52.44,494.82,937.21
FALSE,TRUE,FALSE,FALSE,291.68,701.62,221.52,361.84,502.17,642.49
TRUE,FALSE,TRUE,FALSE,227.52,878.94,227.52,227.52,667,1106.47
TRUE,FALSE,TRUE,FALSE,216.62,885.29,216.62,216.62,659.26,1101.91
FALSE,FALSE,FALSE,FALSE,52.99,877.5,-34.77,140.74,316.24,491.74
TRUE,TRUE,TRUE,FALSE,468.44,703.23,468.44,468.44,820.05,1171.66
TRUE,FALSE,TRUE,TRUE,217.17,881.29,217.17,217.17,657.82,1098.47
FALSE,TRUE,TRUE,TRUE,278.89,700.72,278.89,278.89,629.25,979.61
FALSE,FALSE,TRUE,TRUE,37.98,885.44,37.98,37.98,480.7,923.42
FALSE,TRUE,FALSE,TRUE,278.03,702.51,207.78,348.28,488.78,629.28
TRUE,TRUE,FALSE,FALSE,467.54,700.77,397.46,537.61,677.77,817.92
FALSE,FALSE,TRUE,TRUE,49.35,884.13,49.35,49.35,491.41,933.47
FALSE,FALSE,TRUE,FALSE,54.53,876.83,54.53,54.53,492.94,931.36
FALSE,FALSE,FALSE,FALSE,53.55,884.25,-34.88,141.97,318.82,495.67
TRUE,FALSE,FALSE,FALSE,223.94,887.28,135.22,312.67,490.13,667.58
FALSE,FALSE,FALSE,FALSE,50.59,880.26,-37.44,138.62,314.67,490.72
FALSE,TRUE,FALSE,TRUE,289.2,705.94,218.61,359.8,500.99,642.17
FALSE,FALSE,TRUE,TRUE,44.61,885.52,44.61,44.61,487.37,930.12
TRUE,TRUE,FALSE,TRUE,451.82,711.02,380.71,522.92,665.12,807.33
TRUE,FALSE,TRUE,FALSE,229.46,883.22,229.46,229.46,671.07,1112.68
TRUE,TRUE,FALSE,FALSE,462.87,702.03,392.67,533.08,673.48,813.89
TRUE,TRUE,FALSE,TRUE,455.7,704.05,385.29,526.1,666.91,807.72
TRUE,FALSE,FALSE,TRUE,216.63,885.78,128.05,305.21,482.36,659.52
TRUE,TRUE,TRUE,FALSE,461.06,702.19,461.06,461.06,812.15,1163.24
TRUE,TRUE,FALSE,FALSE,465.73,705.68,395.16,536.3,677.44,818.57
TRUE,TRUE,TRUE,TRUE,452.17,704.09,452.17,452.17,804.21,1156.25
FALSE,TRUE,TRUE,FALSE,287.26,697.95,287.26,287.26,636.24,985.21
TRUE,TRUE,TRUE,TRUE,457.06,705.56,457.06,457.06,809.84,1162.62
FALSE,TRUE,TRUE,TRUE,279.15,707.26,279.15,279.15,632.78,986.42
FALSE,FALSE,FALSE,TRUE,39.79,882.38,-48.45,128.02,304.5,480.97
FALSE,FALSE,TRUE,FALSE,53.95,878.57,53.95,53.95,493.24,932.52
FALSE,TRUE,FALSE,TRUE,284.39,703.87,214,354.78,495.55,636.33
TRUE,TRUE,TRUE,FALSE,463.09,705.56,463.09,463.09,815.87,1168.65
TRUE,FALSE,TRUE,FALSE,229.74,881.55,229.74,229.74,670.52,1111.3
TRUE,TRUE,FALSE,FALSE,464.54,706.38,393.9,535.18,676.45,817.73
FALSE,TRUE,TRUE,TRUE,279.25,707.41,279.25,279.25,632.95,986.66
TRUE,FALSE,FALSE,TRUE,230.2,882.08,141.99,318.4,494.82,671.24
FALSE,TRUE,FALSE,FALSE,292.25,700.33,222.22,362.28,502.35,642.41
FALSE,TRUE,FALSE,FALSE,292.38,700.28,222.35,362.41,502.46,642.52
TRUE,FALSE,FALSE,TRUE,211.82,887.26,123.09,300.55,478,655.45
FALSE,TRUE,FALSE,FALSE,295.18,704.84,224.7,365.67,506.64,647.6
TRUE,TRUE,FALSE,TRUE,457.63,706.26,387.01,528.26,669.51,810.76
FALSE,FALSE,TRUE,TRUE,42.22,883,42.22,42.22,483.72,925.22
FALSE,FALSE,TRUE,TRUE,41.97,882.84,41.97,41.97,483.4,924.82
TRUE,FALSE,TRUE,TRUE,212.26,892.01,212.26,212.26,658.26,1104.27
TRUE,TRUE,TRUE,TRUE,455.16,706.22,455.16,455.16,808.27,1161.38
TRUE,TRUE,FALSE,FALSE,470.39,700.63,400.32,540.45,680.57,820.7
TRUE,FALSE,FALSE,TRUE,218.4,885.77,129.83,306.98,484.13,661.29
FALSE,FALSE,TRUE,FALSE,56.41,883.41,56.41,56.41,498.12,939.82
TRUE,TRUE,TRUE,TRUE,456.17,704.88,456.17,456.17,808.61,1161.05
TRUE,FALSE,TRUE,FALSE,223.31,886.74,223.31,223.31,666.68,1110.05
TRUE,FALSE,FALSE,FALSE,228.85,886,140.25,317.45,494.65,671.85
FALSE,TRUE,TRUE,FALSE,295.25,702.71,295.25,295.25,646.61,997.96
TRUE,FALSE,TRUE,TRUE,219.24,885.65,219.24,219.24,662.07,1104.89
TRUE,TRUE,TRUE,FALSE,470.99,702.37,470.99,470.99,822.18,1173.36
TRUE,FALSE,TRUE,FALSE,223.21,887.06,223.21,223.21,666.74,1110.27
FALSE,TRUE,TRUE,TRUE,281.34,705.15,281.34,281.34,633.92,986.49
FALSE,FALSE,FALSE,TRUE,50.47,884.25,-37.96,138.89,315.74,492.59
FALSE,TRUE,TRUE,FALSE,295.31,696.47,295.31,295.31,643.55,991.78
TRUE,TRUE,FALSE,FALSE,469.74,705.44,399.19,540.28,681.37,822.45
FALSE,TRUE,TRUE,FALSE,289.6,702.42,289.6,289.6,640.81,992.02
FALSE,TRUE,TRUE,FALSE,289.94,706.69,289.94,289.94,643.29,996.63
TRUE,TRUE,TRUE,TRUE,457.11,705.07,457.11,457.11,809.65,1162.18
TRUE,FALSE,TRUE,TRUE,219.16,885.69,219.16,219.16,662.01,1104.85
FALSE,TRUE,FALSE,TRUE,277.57,708.76,206.69,348.44,490.2,631.95
TRUE,FALSE,FALSE,FALSE,224.96,884.92,136.47,313.45,490.44,667.42
TRUE,TRUE,TRUE,FALSE,464.94,700.87,464.94,464.94,815.37,1165.81
FALSE,TRUE,TRUE,TRUE,281.78,702.28,281.78,281.78,632.92,984.05
TRUE,TRUE,TRUE,TRUE,447.7,705.07,447.7,447.7,800.23,1152.77
TRUE,TRUE,FALSE,FALSE,461.88,701.96,391.69,532.08,672.47,812.86
TRUE,FALSE,TRUE,TRUE,215.89,884.44,215.89,215.89,658.11,1100.32
FALSE,TRUE,TRUE,TRUE,287.74,703.02,287.74,287.74,639.25,990.76
FALSE,FALSE,TRUE,TRUE,40.37,883.92,40.37,40.37,482.33,924.29
FALSE,FALSE,TRUE,FALSE,55.32,877.86,55.32,55.32,494.25,933.18
FALSE,FALSE,FALSE,FALSE,54.23,878.83,-33.65,142.11,317.88,493.64
FALSE,FALSE,FALSE,TRUE,43.15,886.45,-45.49,131.8,309.08,486.37
FALSE,TRUE,TRUE,FALSE,294.76,700.5,294.76,294.76,645.01,995.26
TRUE,TRUE,TRUE,TRUE,460.25,702.81,460.25,460.25,811.66,1163.06
TRUE,TRUE,TRUE,TRUE,460,704.91,460,460,812.46,1164.91
TRUE,TRUE,TRUE,FALSE,465.57,701.76,465.57,465.57,816.45,1167.33
FALSE,TRUE,FALSE,FALSE,289.95,700.13,219.93,359.96,499.99,640.01
TRUE,TRUE,FALSE,TRUE,459.8,704.9,389.31,530.29,671.27,812.25
TRUE,FALSE,FALSE,FALSE,229.28,883.28,140.95,317.61,494.27,670.92
TRUE,TRUE,TRUE,FALSE,467.74,703.55,467.74,467.74,819.52,1171.29
FALSE,TRUE,FALSE,TRUE,286.1,707.23,215.38,356.83,498.27,639.72
TRUE,FALSE,FALSE,FALSE,227.05,879.35,139.11,314.98,490.85,666.72
TRUE,TRUE,FALSE,TRUE,453.79,703.62,383.42,524.15,664.87,805.6
TRUE,FALSE,TRUE,TRUE,221.55,884.77,221.55,221.55,663.94,1106.32
FALSE,TRUE,FALSE,TRUE,284.47,697.94,214.68,354.27,493.85,633.44
FALSE,TRUE,TRUE,FALSE,290.78,703.67,290.78,290.78,642.61,994.45
FALSE,TRUE,FALSE,FALSE,292.07,706.67,221.4,362.74,504.07,645.41
TRUE,TRUE,FALSE,TRUE,458.05,702.95,387.75,528.34,668.93,809.52
TRUE,FALSE,FALSE,TRUE,212.4,884.65,123.94,300.87,477.8,654.73
TRUE,TRUE,TRUE,FALSE,463.26,698.17,463.26,463.26,812.34,1161.43
FALSE,TRUE,TRUE,FALSE,291.6,703.35,291.6,291.6,643.28,994.95
FALSE,FALSE,TRUE,TRUE,38.99,883.29,38.99,38.99,480.63,922.28
FALSE,TRUE,FALSE,TRUE,278.48,707.03,207.78,349.19,490.59,632
TRUE,FALSE,TRUE,FALSE,227.3,887.4,227.3,227.3,670.99,1114.69
TRUE,FALSE,TRUE,FALSE,237.68,885.84,237.68,237.68,680.6,1123.53
TRUE,FALSE,TRUE,FALSE,227.03,882.05,227.03,227.03,668.05,1109.08
FALSE,FALSE,FALSE,FALSE,50.02,882.41,-38.22,138.26,314.74,491.22
TRUE,FALSE,FALSE,FALSE,226.21,882.44,137.97,314.46,490.95,667.43
TRUE,FALSE,TRUE,TRUE,215.63,885.03,215.63,215.63,658.15,1100.66
FALSE,FALSE,TRUE,TRUE,42.57,881.49,42.57,42.57,483.32,924.07
FALSE,TRUE,TRUE,TRUE,286.15,705.26,286.15,286.15,638.78,991.41
TRUE,FALSE,TRUE,TRUE,205.21,885.61,205.21,205.21,648.01,1090.82
TRUE,TRUE,FALSE,FALSE,467.32,704.31,396.89,537.75,678.61,819.47
TRUE,FALSE,FALSE,TRUE,212.09,886.85,123.41,300.78,478.14,655.51
FALSE,TRUE,FALSE,TRUE,278.29,705.32,207.76,348.82,489.88,630.95
FALSE,TRUE,TRUE,TRUE,287.62,705.71,287.62,287.62,640.47,993.33
TRUE,TRUE,TRUE,TRUE,450.49,705.83,450.49,450.49,803.41,1156.32
FALSE,TRUE,TRUE,FALSE,293.94,705.27,293.94,293.94,646.57,999.2
TRUE,TRUE,FALSE,TRUE,458,704.3,387.57,528.43,669.29,810.15
TRUE,FALSE,FALSE,FALSE,231.58,881.22,143.46,319.71,495.95,672.19
FALSE,FALSE,FALSE,TRUE,31.84,886.19,-56.78,120.46,297.69,474.93
FALSE,FALSE,TRUE,FALSE,51.06,883.6,51.06,51.06,492.86,934.66
TRUE,FALSE,TRUE,TRUE,221.68,890.83,221.68,221.68,667.09,1112.5
TRUE,FALSE,TRUE,FALSE,229.29,889.11,229.29,229.29,673.85,1118.4
TRUE,FALSE,TRUE,TRUE,217.85,889.78,217.85,217.85,662.74,1107.63
TRUE,TRUE,TRUE,TRUE,456.37,705.91,456.37,456.37,809.33,1162.28
FALSE,TRUE,FALSE,TRUE,281.6,706.59,210.94,352.26,493.58,634.9
TRUE,FALSE,FALSE,FALSE,223.7,880.44,135.66,311.74,487.83,663.92
FALSE,TRUE,TRUE,TRUE,283.98,702.94,283.98,283.98,635.45,986.92
TRUE,TRUE,FALSE,TRUE,460.47,701.07,390.36,530.58,670.79,811.01
TRUE,FALSE,FALSE,TRUE,217.91,889.89,128.92,306.9,484.87,662.85
TRUE,FALSE,TRUE,FALSE,227.27,884.81,227.27,227.27,669.67,1112.08
TRUE,TRUE,FALSE,TRUE,456.69,707.59,385.93,527.45,668.97,810.49
FALSE,TRUE,FALSE,TRUE,280.46,702.85,210.17,350.74,491.31,631.88
FALSE,TRUE,FALSE,TRUE,280.41,706.04,209.81,351.01,492.22,633.43
FALSE,TRUE,TRUE,FALSE,295.27,701.82,295.27,295.27,646.18,997.09
FALSE,TRUE,TRUE,FALSE,290.27,700.15,290.27,290.27,640.34,990.42
FALSE,TRUE,TRUE,FALSE,283.27,695.82,283.27,283.27,631.18,979.09
TRUE,FALSE,TRUE,TRUE,217.89,885.3,217.89,217.89,660.54,1103.19
TRUE,TRUE,TRUE,TRUE,450.09,707.13,450.09,450.09,803.65,1157.22
FALSE,FALSE,TRUE,FALSE,57.8,878.62,57.8,57.8,497.1,936.41
TRUE,FALSE,FALSE,TRUE,224.32,882.3,136.09,312.55,489.02,665.48
TRUE,TRUE,TRUE,TRUE,460.38,704.08,460.38,460.38,812.42,1164.46
TRUE,TRUE,TRUE,TRUE,456.71,706.35,456.71,456.71,809.88,1163.06
TRUE,TRUE,FALSE,FALSE,476.36,703.47,406.01,546.7,687.4,828.09
FALSE,TRUE,TRUE,TRUE,278.19,705.6,278.19,278.19,630.98,983.78
TRUE,FALSE,FALSE,FALSE,224.87,888.35,136.04,313.71,491.38,669.05
TRUE,FALSE,FALSE,TRUE,213.71,883.23,125.39,302.04,478.68,655.33
TRUE,TRUE,TRUE,TRUE,452.86,706.64,452.86,452.86,806.18,1159.5
FALSE,TRUE,FALSE,TRUE,281.89,703.81,211.51,352.27,493.03,633.79
FALSE,TRUE,TRUE,FALSE,292.67,702.47,292.67,292.67,643.9,995.14
TRUE,TRUE,TRUE,FALSE,465.28,704.57,465.28,465.28,817.57,1169.86
TRUE,TRUE,TRUE,TRUE,460.74,705.27,460.74,460.74,813.38,1166.01
FALSE,TRUE,FALSE,FALSE,290.58,702.81,220.3,360.86,501.42,641.98
TRUE,TRUE,TRUE,TRUE,456.05,706.73,456.05,456.05,809.41,1162.78
FALSE,FALSE,TRUE,FALSE,46.59,888.48,46.59,46.59,490.83,935.08
FALSE,TRUE,TRUE,FALSE,291.46,704.99,291.46,291.46,643.95,996.45
TRUE,TRUE,TRUE,FALSE,467.4,707.1,467.4,467.4,820.95,1174.5
TRUE,FALSE,TRUE,FALSE,219.8,883.78,219.8,219.8,661.69,1103.57
TRUE,TRUE,FALSE,TRUE,457.75,706.72,387.08,528.42,669.77,811.11
FALSE,FALSE,TRUE,TRUE,33.37,883.01,33.37,33.37,474.87,916.37
FALSE,FALSE,FALSE,TRUE,32.8,886.13,-55.81,121.41,298.64,475.86
FALSE,TRUE,TRUE,TRUE,280.95,702.78,280.95,280.95,632.34,983.73
TRUE,TRUE,FALSE,TRUE,455.6,708.56,384.74,526.46,668.17,809.88
FALSE,FALSE,FALSE,TRUE,46.27,880.65,-41.79,134.34,310.47,486.6
FALSE,TRUE,TRUE,FALSE,290.49,699.54,290.49,290.49,640.26,990.03
TRUE,TRUE,TRUE,FALSE,469.3,706.11,469.3,469.3,822.36,1175.41
FALSE,TRUE,TRUE,FALSE,291.75,704.96,291.75,291.75,644.23,996.71
TRUE,TRUE,TRUE,TRUE,465.8,707.52,465.8,465.8,819.56,1173.32
TRUE,FALSE,FALSE,FALSE,228.46,880.09,140.46,316.47,492.49,668.51
TRUE,TRUE,FALSE,TRUE,456.7,706.04,386.1,527.31,668.52,809.72
TRUE,FALSE,TRUE,TRUE,222.45,887.63,222.45,222.45,666.27,1110.08
FALSE,TRUE,TRUE,FALSE,288.74,703.19,288.74,288.74,640.33,991.92
TRUE,TRUE,FALSE,TRUE,452.46,706.98,381.76,523.16,664.56,805.95
FALSE,FALSE,TRUE,FALSE,59.01,880.63,59.01,59.01,499.32,939.64
TRUE,FALSE,TRUE,TRUE,215.92,886.58,215.92,215.92,659.21,1102.5
FALSE,TRUE,FALSE,FALSE,280.69,699.85,210.71,350.68,490.65,630.62
TRUE,FALSE,TRUE,TRUE,223.12,886.12,223.12,223.12,666.18,1109.24
FALSE,TRUE,TRUE,FALSE,287.26,707.36,287.26,287.26,640.94,994.62
FALSE,FALSE,TRUE,FALSE,52.97,880.33,52.97,52.97,493.14,933.3
TRUE,FALSE,TRUE,TRUE,215.46,886.46,215.46,215.46,658.69,1101.92
TRUE,TRUE,TRUE,TRUE,452.61,708.03,452.61,452.61,806.63,1160.64
FALSE,TRUE,TRUE,TRUE,284.98,707.08,284.98,284.98,638.52,992.06
FALSE,TRUE,TRUE,TRUE,283.46,703.31,283.46,283.46,635.12,986.77
FALSE,TRUE,TRUE,FALSE,287,699.92,287,287,636.96,986.92
TRUE,TRUE,FALSE,FALSE,470.78,702.16,400.57,541,681.43,821.86
TRUE,FALSE,TRUE,FALSE,225.22,887.14,225.22,225.22,668.79,1112.36
TRUE,FALSE,TRUE,FALSE,225.32,888.1,225.32,225.32,669.37,1113.42
FALSE,FALSE,TRUE,FALSE,56.41,881.9,56.41,56.41,497.36,938.31
FALSE,TRUE,TRUE,TRUE,286.26,708.73,286.26,286.26,640.63,994.99
TRUE,FALSE,FALSE,TRUE,215.52,882.32,127.29,303.75,480.22,656.68
FALSE,FALSE,FALSE,TRUE,36.19,890.37,-52.85,125.23,303.3,481.38
FALSE,FALSE,FALSE,FALSE,53.46,878.22,-34.36,141.28,316.93,492.57
TRUE,TRUE,TRUE,FALSE,467.97,703.48,467.97,467.97,819.72,1171.46
TRUE,TRUE,TRUE,TRUE,454.53,703.88,454.53,454.53,806.47,1158.41
TRUE,TRUE,FALSE,TRUE,452.28,710.79,381.2,523.36,665.52,807.68
